description,price_$,decade,tag,cat
David Lee Roth Eat Em And Smile Roth Rules Shirt,135.0,1980,,
Cyndi Lauper Outrageous Team Crew Tour Shirt,100.0,1980,,
Cheap Trick The Doctor Shirt,125.0,1980,,
Bob Seger Rock N Roll Never Forgets Shirt,150.0,1980,Bob Seger,Music
Bob Seger & The Silver Bullet Band American Tour Shirt,85.0,1980,Bob Seger,Music
Billy Joel The Bridge Tour Shirt,100.0,1980,,
Beastie Boys Get Off My Dick Def Jam Shirt,800.0,1980,,
Bangles Different Light Tour Shirt,150.0,1980,,
Bad Company Fame And Fortune Shirt,40.0,1980,,
Alice Cooper The Nightmare Returns Tour Shirt,150.0,1980,Alice Cooper,Music
Alice Cooper Constrictor Tour Shirt,150.0,1980,Alice Cooper,Music
Alice Cooper Constrictor Tour Shirt,200.0,1980,Alice Cooper,Music
Alabama Fans Tour Shirt,85.0,1980,,
U2 The Longest Day Milton Keynes Concert Shirt,150.0,1980,U2,Music
Twisted Sister Come Out And Play Tour Jersey Shirt,200.0,1980,,
The Power Station Get It On Tour Shirt,250.0,1980,,
The Falcon & The Snowman Shirt,75.0,1980,,
The Band Tie Dye Shirt,100.0,1980,,
Supertramp Brother Where You Bound Shirt,100.0,1980,,
Sometimes I Scare Myself Skeleton Shirt,300.0,1980,,
Slayer Slatanic World Tour Shirt,600.0,1980,,
Scorpions World Wide Live Crew Polo Shirt,75.0,1980,,
Scorpions Summer Sting Tour Shirt,150.0,1980,,
Scorpions Summer Sting Tour Jersey Shirt,115.0,1980,,
Scorpions Day On The Green Summer Sting Tour Jersey Shirt,175.0,1980,,
Rolling Stones Shirt,250.0,1980,Rolling Stones,Music
Residents For Presidents Shirt,200.0,1980,,
Record Bar Long Sleeve Shirt,75.0,1980,,
Record Bar Hilton Head Shirt,100.0,1980,,
Record Bar Convention Shirt,75.0,1980,,
Ramones Hands Across Your Face Shirt,500.0,1980,Ramones,Music
Prince and The Revolution Purple Rain Tour Shirt,500.0,1980,,
Oak Ridge Boys Step On Out Shirt,100.0,1980,,
Motorhead 10th Anniversary World Tour Shirt,450.0,1980,,
Motorhead 10th Anniversary World Tour Shirt,500.0,1980,,
Motorhead 10th Anniversary Tour Shirt,400.0,1980,,
Motley Crue Theatre Of Pain World Tour Shirt,200.0,1980,Motley Crue,Music
Metallica Metal Up Your Ass Glow In The Dark Shirt,650.0,1980,Metallica,Music
Kansas City Royals World Series Champions Shirt,75.0,1980,,
Kansas City Royals World Series Champions Shirt,100.0,1980,,
Kansas City Royals St Louis Cardinals World Series Jersey Shirt,125.0,1980,,
John Cougar Mellencamp Scarecrow Tour Shirt,125.0,1980,,
Jodie Foster's Army Skate Tour Shirt,650.0,1980,,
Iron Maiden Powerslave World Slavery Tour Shirt,400.0,1980,Iron Maiden,Music
INXS Listen Like Thieves US Tour Shirt,250.0,1980,,
Iron Maiden 4th Of July Concert Jersey Shirt,950.0,1980,Iron Maiden,Music
Heart World Tour Shirt,100.0,1980,,
General Public The Steady Six Tour Shirt,200.0,1980,,
Eric Clapton Behind The Sun Tour Shirt,75.0,1980,,
Gene Chandler Haven't Heard That Line Before Promo Sleeveless Shirt,50.0,1980,,
Elmer Fudd Wambo Rambo Shirt,125.0,1980,,
Eddie Murphy Lawd Have Murphy Tour Jersey Shirt,200.0,1980,,
Dope Before After Gilbert Shelton Shirt,250.0,1980,,
Dokken World Tour Jersey Shirt,250.0,1980,,
Brian Brain Fun With Music Promo Shirt,100.0,1980,,
Yes World Tour Shirt,135.0,1980,,
Wishbone Ash Raw To The Bone Tour Shirt,150.0,1980,,
Van Halen Tour Of The World Shirt,250.0,1980,Van Halen,Music
Van Halen Smoking Angel Shirt,400.0,1980,Van Halen,Music
UK Subs Goldenvoice Presents Concert Shirt,500.0,1980,,
U2 Under A Blood Red Sky Shirt,150.0,1980,U2,Music
The Clash Out Of Control Tour Shirt,500.0,1980,The Clash,Music
Sturgis Black Hills Motorcycle Rally Shirt,150.0,1980,,
Roger Waters Pros And Cons Of Hitch Hiking Tour Sleeveless Shirt,200.0,1980,,
Record Bar Goal Busters Shirt,50.0,1980,,
Record Bar Convention Shirt,100.0,1980,,
Quiet Riot Metal Health Tour Jersey Shirt,150.0,1980,,
Queen The Works Shirt,200.0,1980,,
Plasmatics World Tour Shirt,500.0,1980,,
Ozzy Osbourne Ozzy For President Shirt,500.0,1980,Ozzy Osbourne,Music
Mountain Aire Festival Jersey Shirt,175.0,1980,,
Michael Jackson Victory Tour Sleeveless Shirt,150.0,1980,Michael Jackson,Music
Michael Jackson Victory Tour Sleeveless Shirt,200.0,1980,Michael Jackson,Music
Michael Jackson Victory Tour Jersey Shirt,300.0,1980,Michael Jackson,Music
Michael Jackson Thriller Shirt,200.0,1980,Michael Jackson,Music
Michael Jackson Thriller Shirt,125.0,1980,Michael Jackson,Music
Michael Jackson Thriller Shirt,175.0,1980,Michael Jackson,Music
Michael Jackson Thriller Shirt,150.0,1980,Michael Jackson,Music
Michael Jackson Sparkly Glove Shirt,175.0,1980,Michael Jackson,Music
Michael Jackson Sparkly Glove Shirt,150.0,1980,Michael Jackson,Music
Michael Jackson Kansas City Concert Shirt,175.0,1980,Michael Jackson,Music
Michael Jackson Kansas City Concert Shirt,200.0,1980,Michael Jackson,Music
Michael Jackson Beat It Shirt,100.0,1980,Michael Jackson,Music
Los Angeles Raiders Super Bowl Shirt,75.0,1980,,
Led Zeppelin Tie Dye Shirt,225.0,1980,Led Zeppelin,Music
Krokus The Blitz Tour Shirt,175.0,1980,,
Kiss Rocks Texas Shirt,400.0,1980,Kiss,Music
Judas Priest Defenders Of The Faith Long Sleeve Tour Shirt,300.0,1980,,
Jodie Foster's Army Summer Tour Shirt,200.0,1980,,
Jefferson Starship Nuclear Furniture Tour Jersey Shirt,100.0,1980,,
Jacksons Victory World Tour Shirt,150.0,1980,,
Jacksons Victory Tour Sleeveless Shirt,100.0,1980,,
Jacksons Victory Tour Pyro Crew Shirt,100.0,1980,,
Iron Maiden Canadian Slavery Tour Shirt,750.0,1980,Iron Maiden,Music
I'm Schizophrenic And So Am I Shirt,100.0,1980,,
Grateful Dead Year Of The Hare Concert Shirt,400.0,1980,Grateful Dead,Music
Ghostbusters Movie Promo Shirt,80.0,1980,,
Gang Of Painters Skull Shirt,125.0,1980,,
Frank Zappa Tour Shirt,300.0,1980,,
Frank Zappa Them Or Us Tour Shirt,175.0,1980,,
Frank Zappa Pussy 'N' Coffee Tour Shirt,300.0,1980,,
David Gilmour About Face Tour Shirt,150.0,1980,,
Bruce Springsteen World Tour Jersey Shirt,200.0,1980,Bruce Springsteen,Music
Bruce Springsteen And The E Street Band World Tour Shirt,140.0,1980,Bruce Springsteen,Music
Big Country Steeltown Shirt,100.0,1980,,
Adam Ant Strip Tour Sleeveless Shirt,125.0,1980,,
Adam Ant Strip Tour Jersey Shirt,250.0,1980,,
WEA Warner Elektra Atlantic Event 2 Shirt,125.0,1980,,
Us Festival Concert Shirt,100.0,1980,,
Us Festival Concert Shirt,200.0,1980,,
Us Festival Concert Jersey Shirt,250.0,1980,,
U2 War Tour Shirt,450.0,1980,U2,Music
Triumph Never Surrender Tour Sleeveless Shirt,150.0,1980,,
Triumph Never Surrender Tour Jersey Shirt,150.0,1980,,
The Kinks State Of Confusion Tour Shirt,150.0,1980,,
The Kinks State Of Confusion Tour Shirt,200.0,1980,,
The Kinks State Of Confusion Tour Jersey Shirt,200.0,1980,,
The British Are Coming Tour Jersey Shirt,135.0,1980,,
Styx Heavy Metal Poisoning Jersey Shirt,100.0,1980,Poison,Music
Stevie Nicks Don't Blame It On Me Tour Shirt,250.0,1980,,
Stevie Nicks Don't Blame It On Me Crew Hooded Jersey Shirt,400.0,1980,,
Star Wars Return Of The Jedi Shirt,150.0,1980,Star Wars,Entretainment
Star Wars Return Of The Jedi Shirt,135.0,1980,Star Wars,Entretainment
Simon & Garfunkel Day On The Green Concert Staff Shirt,250.0,1980,,
Ronnie Lane Arms Benefit Shirt,125.0,1980,,
Robert Plant The Principle Of Moments USA Tour Shirt,100.0,1980,,
Rick Springfield Living In Oz World Tour Jersey Shirt,100.0,1980,,
Rainbow Bent Out Of Shape Tour Shirt,150.0,1980,,
Ozzy Osbourne Bark At The Moon UK Tour Shirt,300.0,1980,Ozzy Osbourne,Music
Ozzy Osbourne Bark At The Moon Tour Jersey Shirt,400.0,1980,Ozzy Osbourne,Music
Orbit Burgers Diner Shirt,50.0,1980,,
O'Darby Irish Cream Shirt,40.0,1980,,
Neil Young Shocking Pinks Everybody's Rockin Crew Polo Shirt,150.0,1980,,
Motorhead Another Perfect Tour Shirt,250.0,1980,,
Motley Crue Skull Shirt,400.0,1980,Motley Crue,Music
Monsters Of Rock Donington Park Concert Shirt,200.0,1980,,
Krokus World Tour Shirt,150.0,1980,,
Kiss Me I'm Irish Shirt,80.0,1980,Kiss,Music
Kiss Creatures Of The Night Tour Shirt,300.0,1980,Kiss,Music
Kenny Rogers Local Crew Tour Shirt,60.0,1980,,
Journey World Tour Jersey Shirt,300.0,1980,Journey,Music
Journey Frontiers World Tour Jersey Shirt,175.0,1980,Journey,Music
Journey Florida Jam Tour Jersey Shirt,200.0,1980,Journey,Music
Joe Walsh You Bought It You Wear It Tour Shirt,150.0,1980,,
Iron Maiden World Piece Tour Jersey Shirt,350.0,1980,Iron Maiden,Music
Heaven Heaven Or Hell Tour Jersey Shirt,150.0,1980,,
Grateful Dead Summer Tour Shirt,250.0,1980,Grateful Dead,Music
Grateful Dead Summer Tour Shirt,300.0,1980,Grateful Dead,Music
Fleetwood Mac Mirage Tour Jersey Shirt,175.0,1980,Fleetwood Mac,Music
Eddie Money The Party Tour Shirt,150.0,1980,,
Def Leppard Pyromania Tour Shirt,150.0,1980,Def Leppard,Music
Def Leppard Pyromania Tour Shirt,200.0,1980,Def Leppard,Music
Def Leppard Pyromania Tour Jersey Shirt,115.0,1980,Def Leppard,Music
Def Leppard Pyromania Tour Jersey Shirt,200.0,1980,Def Leppard,Music
Def Leppard Pyromania Rock Till You Drop Tour Shirt,250.0,1980,Def Leppard,Music
Dead Kennedys Bed Time For Democracy Shirt,750.0,1980,,
Computer Programmer Costume Shirt,100.0,1980,,
Chicago In Concert Electric Factory Concerts Shirt,50.0,1980,,
Cheap Trick Next Position Please Tour Shirt,125.0,1980,,
Adam Ant Friend For Life Shirt,125.0,1980,,
ACDC Flick Of The Switch Tour Jersey Shirt,250.0,1980,,
Wichita State Shockers New Orleans Final Four Shirt,60.0,1980,,
Van Halen Vs Texas Crew Tour Shirt,200.0,1980,Van Halen,Music
Van Halen Diver Down Shirt,150.0,1980,Van Halen,Music
US Festival Concert Shirt,175.0,1980,,
U2 Under A Blood Red Sky Shirt,250.0,1980,U2,Music
Triumph Never Surrender Tour Shirt,200.0,1980,,
Triumph Never Surrender Tour Shirt,150.0,1980,,
The Who North American Tour Jersey Shirt,200.0,1980,The Who,Music
The Who It's Hard Tour Jersey Shirt,200.0,1980,The Who,Music
The Who American Tour Shirt,150.0,1980,The Who,Music
The Who American Tour Shirt,200.0,1980,The Who,Music
The Who America Tour Jersey Shirt,200.0,1980,The Who,Music
The Who & The Clash Concert Jersey Shirt,250.0,1980,The Clash,Music
The Kinks On Tour Jersey Shirt,200.0,1980,,
The Clash Combat Rock Shirt,400.0,1980,The Clash,Music
The Charlie Daniels Band Windows World Tour Jersey Shirt,135.0,1980,,
The Cars Shake It Up Tour Shirt,250.0,1980,,
Ted Nugent Nugent Rules Tour Jersey Shirt,150.0,1980,,
Talking Heads European Tour Jersey Shirt,600.0,1980,,
Superfest Buffalo New York Concert Shirt,200.0,1980,,
Scorpions Blackout Tour Shirt,200.0,1980,,
Rush Signals New World Tour Shirt,250.0,1980,,
Rolling Stones Still Life Euro Tour Shirt,300.0,1980,Rolling Stones,Music
Rolling Stones European Tour Shirt,500.0,1980,Rolling Stones,Music
Rock Superbowl Ozzy Osbourne Concert Shirt,150.0,1980,Ozzy Osbourne,Music
Rick Springfield Success Hasn't Spoiled Me Yet Shirt,100.0,1980,,
REO Speedwagon Jersey Shirt,150.0,1980,,
Rainbow Straight Between The Eyes World Tour Jersey Shirt,300.0,1980,,
Queen American Tour Jersey Shirt,225.0,1980,,
Queen American Tour Jersey Shirt,250.0,1980,,
Quarterflash Tour Shirt,60.0,1980,,
Pink Floyd The Wall Shirt,150.0,1980,Pink Floyd,Music
Party Till You Die Shirt,100.0,1980,,
Ozzy Osbourne Bark At The Moon Jersey Shirt,300.0,1980,Ozzy Osbourne,Music
Nazareth 2XS Jersey Shirt,150.0,1980,,
Motorhead Iron Fist Tour Shirt,300.0,1980,,
Michael Jackson Thriller Shirt,500.0,1980,Michael Jackson,Music
Loverboy Get Lucky Tour Jersey Shirt,150.0,1980,,
Kiss I Went Crazy With Kiss Shirt,250.0,1980,Kiss,Music
Kiss 10th Anniversary Tour Jersey Shirt,300.0,1980,Kiss,Music
Kid Creole & The Coconuts World Cruise Tour Shirt,125.0,1980,,
Judas Priest Screaming For Vengeance World Tour Shirt,140.0,1980,,
Judas Priest Screaming For Vengeance World Tour Jersey Shirt,200.0,1980,,
Judas Priest Screaming For Vengeance Tour Jersey Shirt,250.0,1980,,
Judas Priest Screaming For Vengeance Tour Jersey Shirt,200.0,1980,,
Judas Priest Screaming For Vengeance Camo Sleeve Tour Shirt,750.0,1980,,
Jerry Garcia & Friends Benefit Concert Shirt,400.0,1980,,
Iron Maiden Killer World Tour Shirt,300.0,1980,Iron Maiden,Music
Indian Motorcycles Rally & Meet Shirt,100.0,1980,,
Harley Davidson Why I Ride Shirt,125.0,1980,,
Glen Frey No Fun Allowed Tour Shirt,125.0,1980,,
Fleetwood Mac Mirage Tour Jersey Shirt,250.0,1980,Fleetwood Mac,Music
Fleetwood Mac Benefit City Of Hope Concert Shirt,250.0,1980,Fleetwood Mac,Music
Defender Atari Shirt,250.0,1980,,
Dead Kennedys Plastic Surgery Disasters Shirt,850.0,1980,,
CBGB Sound Benefit Concert Shirt,1.0,1980,,
Blondie Tracks Across America Tour Jersey Shirt,230.0,1980,,
Billy Squire Emotions In Motion North America Tour Jersey Shirt,135.0,1980,,
Asia Shirt,125.0,1980,,
Alabama Summer Summit Record Bar Convention Shirt,150.0,1980,,
Alabama Mountain Music Tour Jersey Shirt,100.0,1980,,
Aerosmith Rock In A Hard Place Jersey Shirt,200.0,1980,Aerosmith,Music
ACDC North American Tour Jersey Shirt,200.0,1980,,
ZZ Top El Loco Tour Jersey Shirt,135.0,1980,,
Triumph Allied Forces World Tour Shirt,200.0,1980,,
The Police Zenyatta Mondatta Shirt,175.0,1980,,
The Police North American Tour Shirt,250.0,1980,,
The Police European Winter Tour Shirt,150.0,1980,,
The Kinks Give The People What They Want Tour Shirt,250.0,1980,,
The Exploited Army Life Shirt,400.0,1980,,
The Dregs Unsung Heroes Shirt,125.0,1980,,
Santana Zebop Winning Shirt,200.0,1980,,
Rossington Collins Band World Tour Shirt,300.0,1980,,
Rolling Stones Wish You Were Here New Orleans Concert Shirt,135.0,1980,Rolling Stones,Music
Rolling Stones Van Halen Tour Jersey Shirt,450.0,1980,Rolling Stones,Music
Rolling Stones Tour Shirt,135.0,1980,Rolling Stones,Music
Rolling Stones Tattoo You Shirt,250.0,1980,Rolling Stones,Music
Rolling Stones Tattoo You Shirt,300.0,1980,Rolling Stones,Music
Rolling Stones San Diego Concert Staff Shirt,300.0,1980,Rolling Stones,Music
Rolling Stones North American Tour Shirt,200.0,1980,Rolling Stones,Music
Rolling Stones North American Tour Shirt,300.0,1980,Rolling Stones,Music
Rolling Stones New Orleans Concert Shirt,135.0,1980,Rolling Stones,Music
Rolling Stones New Orleans Concert Shirt,175.0,1980,Rolling Stones,Music
Rolling Stones Live In Concert Tour Jersey Shirt,350.0,1980,Rolling Stones,Music
Rolling Stones Jersey Shirt,400.0,1980,Rolling Stones,Music
Rolling Stones Balloonatic Shirt,250.0,1980,Rolling Stones,Music
Ramones Pleasant Dreams Shirt,400.0,1980,Ramones,Music
Police North American Tour Shirt,150.0,1980,,
Pat Travers Radioactive World Tour Shirt,125.0,1980,,
Ozzy Osbourne World Tour Shirt,200.0,1980,Ozzy Osbourne,Music
Oktoberfest In Westport Shirt,100.0,1980,,
Oak Ridge Boys Stars For Children Concert Jersey Shirt,150.0,1980,,
Marc Bolan You Scare Me To Death Shirt,300.0,1980,,
Judas Priest British Steel Shirt,200.0,1980,,
Journey Escape Tour Jersey Shirt,175.0,1980,Journey,Music
Journey Escape Tour Jersey Shirt,250.0,1980,Journey,Music
Iron Maiden Sweden Concert Shirt,650.0,1980,Iron Maiden,Music
Iron Maiden Killer European Tour Shirt,850.0,1980,Iron Maiden,Music
Grand Funk Railroad Lives Shirt,100.0,1980,,
Electric Light Orchestra Time Tour Shirt,150.0,1980,,
Alice Cooper Special Forces Jersey Shirt,150.0,1980,Alice Cooper,Music
Zlidjian The Only Serious Choice Shirt,100.0,1980,,
Zildjian Cymbals Shirt,100.0,1980,,
You Animal You Big Pecker's University Shirt,65.0,1980,,
Windsor Canadian Whisky Shirt,75.0,1980,,
Venom Black Metal Shirt,500.0,1980,,
University Of Texas Longhorns Shirt,80.0,1980,,
University Of Limerick Irish Shirt,75.0,1980,,
Twisted Sister Sick Mother Fucking Friends Shirt,200.0,1980,,
The Who Maximum R&B Shirt,150.0,1980,The Who,Music
The Who Kids Are Alright Shirt,150.0,1980,The Who,Music
The Nighthawks Shirt,150.0,1980,,
The Monkees Shirt,80.0,1980,,
The Monkees Shirt,100.0,1980,,
The Cramps Smell Of Female Shirt,650.0,1980,,
The Beatles Shirt,150.0,1980,Beatles,Music
Stockman's Liquor Up Front Poker In The Rear Shirt,125.0,1980,,
Stiff Records Fuck Art Let's Dance Shirt,350.0,1980,,
Stevie Ray Vaughan And Double Trouble Tank Top Shirt,100.0,1980,,
Squires Pendragon Games Of Skill Shirt,75.0,1980,,
Space Invaders Shirt,250.0,1980,,
Sine Qua Non TDK Shirt,100.0,1980,,
Sex Pistols Never Mind The Bollocks Shirt,500.0,1980,,
Sex Drugs & Rock N Roll Shirt,100.0,1980,,
Sect Theatre Supplies Shirt,50.0,1980,,
Sands Las Vegas Hotel Casino Shirt,100.0,1980,,
Rolling Stones 95.5 WMET Rocks Chicago Shirt,125.0,1980,Rolling Stones,Music
Robert Crumb Tommy Toilet Wipe Your Ass Shirt,300.0,1980,,
Ridin Hogs Lookin For Chicks Motorcycle Shirt,150.0,1980,,
Ricky Van Shelton Life Made Me This Way Shirt,125.0,1980,,
Record Bar Durham Shirt,100.0,1980,,
Record  Bar I Work Here Shirt,100.0,1980,,
Ralph Steadman American Dream Shirt,250.0,1980,,
R.E.M. Shirt,250.0,1980,,
Quigley Music Kansas City Missouri Shirt,75.0,1980,,
Poison I've Been Poison'd Shirt,200.0,1980,Poison,Music
Pittsburgh City Of Champions Shirt,75.0,1980,,
Pink Floyd Shirt,300.0,1980,Pink Floyd,Music
Phonodisc Take It To The Top Jersey Shirt,40.0,1980,,
Phillip Brown Tie Dye Shirt,250.0,1980,,
Peta People For The Ethical Treatment Of Animals Shirt,200.0,1980,,
Pepsi Life After Pepsi Reunion Shirt,60.0,1980,,
Peace Sign Shirt,65.0,1980,,
Paul McCartney Shirt,150.0,1980,,
Paiste Cymbals Sounds Gongs Shirt,65.0,1980,,
Oh My God I Left The Baby On The Bus Shirt,200.0,1980,,
Notre Dame Fighting Irish Football Jersey Shirt,50.0,1980,,
Nitty Gritty Dirt Band Crew Concert Shirt,75.0,1980,,
Nitty Gritty Dirt Band Crew Concert Shirt,100.0,1980,,
Nike Knit Shirt,125.0,1980,,
Nike Athletic Dept Blue Tag Shirt,125.0,1980,,
New Balance Soccer Shirt,60.0,1980,,
National Fisherman Shirt,50.0,1980,,
MTV Music Television Shirt,150.0,1980,,
MTV Music Television Shirt,125.0,1980,,
MTV I Want My MTV Shirt,150.0,1980,,
Motown Records 3rd Annual Fiesta Shirt,100.0,1980,,
Motley Crue Symmetria Tie Dye Shirt,150.0,1980,Motley Crue,Music
Molly Hatchet Shirt,150.0,1980,,
Molly Hatchet Shirt,125.0,1980,,
Minnie Mouse Mickey Mouse Hearts Disney Shirt,75.0,1980,Disney,Entretainment
Minnie Mouse Disney Shirt,135.0,1980,Disney,Entretainment
Minnesota Vikings Shirt,75.0,1980,,
Mickey Mouse Disney Shirt,85.0,1980,Disney,Entretainment
Mickey Mouse Disney Shirt,200.0,1980,Disney,Entretainment
Mickey Mouse California Shirt,125.0,1980,,
Mickey Mouse All Over Print Shirt,200.0,1980,,
Michael Martin Murphy Tour Shirt,50.0,1980,,
Michael Jackson Thriller Sleeveless Shirt,125.0,1980,Michael Jackson,Music
Miami Dolphins NFL Football Shirt,60.0,1980,,
Metacom Shirt,75.0,1980,,
Meet The Jetsons Shirt,200.0,1980,,
Maxwell Because I've Got Sophisticated Equipment Shirt,150.0,1980,,
Marilyn Monroe Shirt,125.0,1980,,
Macey Lipman Marketing Sleeveless Shirt,75.0,1980,,
Led Zeppelin Shirt,250.0,1980,Led Zeppelin,Music
Led Zeppelin Houses Of The Holy Shirt,125.0,1980,Led Zeppelin,Music
Latoya Jackson Who's Bad Shirt,1.0,1980,,
Kiss Hotter Than Hell Shirt,100.0,1980,Kiss,Music
Kansas University Jayhawks Beak Em Hawks Shirt,150.0,1980,,
Kansas City Royals Snoopy Shirt,75.0,1980,,
Johnny Rozsa Zsa Zsa Was A Showgirl Shirt,250.0,1980,,
John Lennon Shirt,150.0,1980,John Lennon,Music
John Lennon Imagine Shirt,200.0,1980,John Lennon,Music
John Coltrane A Love Supreme Shirt,400.0,1980,,
Iggy Pop Fifth Column Shirt,1.5,1980,,
I'm A Sirius Astronomer Shirt,65.0,1980,,
I Won The Great American Avon Sell A Thon Shirt,60.0,1980,,
Husky Dog Shirt,100.0,1980,,
Howdy Doody Stanley DeSantis Shirt,150.0,1980,,
Howard Hughes Spruce Goose Shirt,75.0,1980,,
Harley Davidson I Make the Eagle Fly Shirt,100.0,1980,,
Harley Davidson I Make The Eagle Fly Shirt,100.0,1980,,
Harley Davidson Fresno California Shirt,200.0,1980,,
Harley Davidson Country Las Vegas Shirt,200.0,1980,,
Harley Davidson American Legend Lawrence Kansas Shirt,150.0,1980,,
Guns N Roses Appetite For Destruction Shirt,500.0,1980,Guns N Roses,Music
Grim Reaper Shirt,100.0,1980,,
Green Bay Packers NFL Shirt,75.0,1980,,
Goofy Donald Duck Big Kahuna Surf Disney Shirt,75.0,1980,Disney,Entretainment
George Carlin Simon Says Go Fuck Yourself Shirt,125.0,1980,,
George Carlin Brain Damage Can Help Shirt,125.0,1980,,
Freddie Krueger Nightmare On Elm Street Shirt,1.0,1980,,
Frank Zappa The Best Jersey Shirt,300.0,1980,,
Farm Aid Patron Assistant Concert Shirt,125.0,1980,,
Eddie Money Jersey Shirt,100.0,1980,,
DRI Dirty Rotten Imbeciles Redline Shirt,400.0,1980,,
Dr Who BBC Shirt,150.0,1980,,
Donald Duck Disney Land Shirt,100.0,1980,Disney,Entretainment
Don't Be A Dickhead Shirt,150.0,1980,,
Disney Star Wars Star Tours Interceptor Shirt,200.0,1980,Disney,Entretainment
Discwasher Record Bar Summer Summit Shirt,100.0,1980,,
Denver Broncos Shirt,60.0,1980,,
Denver Broncos NFL Shirt,75.0,1980,,
Deep Purple Shirt,100.0,1980,,
Dead Kennedys Too Drunk To Fuck Shirt,500.0,1980,,
Dead Kennedys Rambozo The Clown Shirt,600.0,1980,,
